date,scientist,rep,primary,secondary,secondary_dose,vial,day,hour,status,alive3
30-Jan,Abby,SM-P.rett_1,PBS,PBS,NA,C1,19,12.5,1,TRUE
30-Jan,Abby,SM-P.rett_1,PBS,PBS,NA,C1,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,PBS,PBS,NA,C1,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,PBS,PBS,NA,C1,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,PBS,PBS,NA,C1,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,PBS,PBS,NA,C1,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,PBS,PBS,NA,C1,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,PBS,PBS,NA,C1,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,PBS,PBS,NA,C1,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,PBS,PBS,NA,C2,2,10,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,PBS,NA,C2,5,22.5,1,TRUE
30-Jan,Abby,SM-P.rett_1,PBS,PBS,NA,C2,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,PBS,PBS,NA,C2,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,PBS,PBS,NA,C2,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,PBS,PBS,NA,C2,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,PBS,PBS,NA,C2,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,PBS,PBS,NA,C2,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,PBS,PBS,NA,C2,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,0.1,1,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,0.1,1,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,0.1,1,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,0.1,1,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,0.1,1,1,11,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,0.1,1,1,11,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,0.1,1,1,23,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,0.1,1,3,16,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,0.1,1,5,22.5,1,TRUE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,0.1,1,14,12,1,TRUE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,0.1,2,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,0.1,2,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,0.1,2,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,0.1,2,1,23,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,0.1,2,1,23,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,0.1,2,8,16,1,TRUE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,0.1,2,11,14,1,TRUE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,0.1,2,14,12,1,TRUE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,0.1,2,17,23,1,TRUE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,0.1,2,18,12.5,1,TRUE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,0.1,3,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,0.1,3,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,0.1,3,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,0.1,3,1,23,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,0.1,3,4,9,1,TRUE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,0.1,3,13,12,1,TRUE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,0.1,3,13,12,1,TRUE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,0.1,3,13,12,1,TRUE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,0.1,3,13,12,1,TRUE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,1,4,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,1,4,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,1,4,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,1,4,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,1,4,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,1,4,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,1,4,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,1,4,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,1,4,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,1,4,1,23,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,1,5,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,1,5,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,1,5,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,1,5,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,1,5,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,1,5,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,1,5,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,1,5,1,11,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,1,5,1,23,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,1,5,1,23,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,1,6,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,1,6,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,1,6,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,1,6,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,1,6,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,1,6,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,1,6,1,11,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,2,7,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,2,7,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,2,7,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,2,7,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,2,7,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,2,7,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,2,7,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,2,7,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,2,7,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,2,7,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,2,8,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,2,8,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,2,8,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,2,8,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,2,8,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,2,8,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,2,8,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,2,8,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,2,8,1,11,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,2,8,1,11,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,2,9,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,2,9,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,2,9,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,2,9,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,2,9,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,2,9,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,5,10,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,5,10,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,5,10,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,5,10,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,5,10,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,5,10,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,5,10,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,5,10,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,5,10,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,5,11,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,5,11,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,5,11,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,5,11,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,5,11,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,5,11,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,5,11,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,5,11,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,5,11,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,5,11,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,5,12,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,5,12,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,5,12,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,5,12,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,5,12,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,5,12,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,5,12,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,5,12,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,PBS,P.rett,5,12,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,PBS,NA,C3,8,16,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,PBS,NA,C3,18,12.5,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,PBS,NA,C3,18,12.5,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,PBS,NA,C3,21,14,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,PBS,NA,C3,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,PBS,NA,C3,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,PBS,NA,C3,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,PBS,NA,C3,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,PBS,NA,C3,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,PBS,NA,C3,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,PBS,NA,C4,19,12.5,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,PBS,NA,C4,20,19.5,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,PBS,NA,C4,20,19.5,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,PBS,NA,C4,20,19.5,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,PBS,NA,C4,21,14,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,PBS,NA,C4,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,PBS,NA,C4,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,PBS,NA,C4,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,PBS,NA,C4,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,PBS,NA,C4,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,0.1,13,1,23,1,FALSE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,0.1,13,10,16,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,0.1,13,10,16,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,0.1,13,14,12,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,0.1,13,14,12,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,0.1,13,18,12.5,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,0.1,13,19,12.5,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,0.1,13,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,0.1,13,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,0.1,13,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,0.1,14,3,15.5,1,FALSE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,0.1,14,16,15,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,0.1,14,18,12.5,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,0.1,14,20,19.5,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,0.1,14,21,14,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,0.1,14,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,0.1,14,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,0.1,14,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,0.1,15,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,0.1,15,8,2,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,0.1,15,20,19.5,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,0.1,15,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,0.1,15,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,1,16,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,1,16,1,23,1,FALSE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,1,16,1,23,1,FALSE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,1,16,3,15.5,1,FALSE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,1,16,8,12.5,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,1,16,14,12,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,1,16,17,23,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,1,16,20,19.5,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,1,16,21,14,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,1,16,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,1,17,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,1,17,1,11,1,FALSE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,1,17,1,11,1,FALSE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,1,17,7,9,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,1,17,16,15,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,1,17,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,1,17,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,1,18,18,12.5,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,1,18,18,12.5,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,1,18,19,12.5,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,1,18,20,19.5,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,1,18,20,19.5,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,1,18,21,14,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,1,18,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,2,19,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,2,19,1,23,1,FALSE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,2,19,1,23,1,FALSE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,2,19,1,23,1,FALSE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,2,19,11,14,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,2,19,14,12,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,2,19,17,23,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,2,19,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,2,20,3,15.5,1,FALSE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,2,20,3,15.5,1,FALSE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,2,20,10,16,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,2,20,15,11,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,2,20,19,19.5,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,2,20,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,2,20,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,2,20,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,2,20,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,2,21,9,11,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,2,21,13,10,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,2,21,14,12,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,2,21,14,12,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,2,21,14,12,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,2,21,14,12,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,2,21,14,12,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,2,21,14,12,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,5,22,12,9,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,5,22,14,12,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,5,22,16,15,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,5,22,21,14,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,5,22,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,5,22,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,5,22,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,5,22,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,5,23,3,15.5,1,FALSE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,5,23,15,11,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,5,23,16,15,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,5,23,16,15,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,5,23,20,19.5,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,5,23,20,19.5,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,5,23,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,5,23,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,5,24,1,9,1,FALSE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,5,24,11,14,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,5,24,17,23,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,5,24,19,12.5,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,5,24,20,19.5,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,5,24,21,14,1,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,5,24,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,5,24,21,14,0,TRUE
30-Jan,Abby,SM-P.rett_1,s.m 0.1,P.rett,5,24,21,14,0,TRUE
13-Feb,Abby,SM-P.rett2,PBS,PBS,NA,C1,4,20,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,PBS,NA,C1,6,12.5,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,PBS,NA,C1,6,12.5,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,PBS,NA,C1,6,12.5,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,PBS,NA,C1,6,12.5,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,PBS,NA,C1,6,12.5,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,PBS,NA,C1,6,12.5,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,PBS,NA,C1,7,14,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,PBS,NA,C1,7,14,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,PBS,NA,C1,7,14,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,PBS,NA,C2,10,12,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,PBS,NA,C2,12,14,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,PBS,NA,C2,12,14,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,PBS,NA,C2,12,14,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,PBS,NA,C2,12,14,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,PBS,NA,C2,12,14,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,PBS,NA,C2,12,14,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,PBS,NA,C2,12,14,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,0.1,1,1,17,1,FALSE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,0.1,1,1,17,1,FALSE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,0.1,1,1,17,1,FALSE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,0.1,1,1,17,1,FALSE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,0.1,1,2,15,1,FALSE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,0.1,1,5,12.5,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,0.1,1,6,19.5,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,0.1,1,6,19.5,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,0.1,1,6,19.5,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,0.1,1,6,19.5,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,0.1,2,1,17,1,FALSE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,0.1,2,1,17,1,FALSE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,0.1,2,1,17,1,FALSE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,0.1,2,1,17,1,FALSE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,0.1,2,9,17,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,0.1,2,11,9,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,0.1,2,12,14,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,0.1,2,12,14,0,TRUE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,0.1,3,1,9,1,FALSE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,0.1,3,1,17,1,FALSE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,0.1,3,1,17,1,FALSE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,0.1,3,2,15,1,FALSE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,0.1,3,4,23,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,0.1,3,6,19.5,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,0.1,3,12,14,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,0.1,3,12,14,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,0.1,3,12,14,1,TRUE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,0.1,3,12,14,0,TRUE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,1,4,1,9,1,FALSE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,1,4,1,9,1,FALSE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,1,4,1,9,1,FALSE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,1,4,1,9,1,FALSE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,1,4,1,9,1,FALSE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,1,4,1,9,1,FALSE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,1,4,1,17,1,FALSE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,1,4,1,17,1,FALSE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,1,4,1,17,1,FALSE
13-Feb,Abby,SM-P.rett2,PBS,P.rett,1,4,1,17,1,FALSE
